likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Toan,diem_Ly,diem_Hoa,diem_Anh,diem_Van,diem_Su,diem_Sinh,diem_Dia,diem_Gdktpl,diem_Tin,diem_tb_z,diem_max_z,diem_min_z,gioi_tinh_ma,muc_tieu_ma,to_hop_A00,to_hop_A01,to_hop_B00,to_hop_B08,to_hop_C00,to_hop_C01,to_hop_C02,to_hop_C03,to_hop_D01,to_hop_D07,to_hop_D09,to_hop_D14,to_hop_D15,to_hop_X01,to_hop_X26,nhom_to_hop_TN,nhom_to_hop_XH,nhom_to_hop_HH
3,4,5,5,5,3,2,3,5,4,7.0,,,7.6,6.2,,,,,,-0.21073480976272985,0.3016861782069062,-0.5995471968840671,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,5,3,4,4,3,2,3,2,6.25,8.5,8.0,,,,,,,,0.36581427322993054,1.4564637366758078,-1.1933120209962522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,1,4,5,3,2,3,5,1,,,,6.25,6.0,,,7.8,,,-0.18427078577998002,1.1716309430343521,-0.9484403624461514,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3,1,2,4,5,5,5,4,2,6.8,7.5,7.25,,,,,,,,-0.05196300825452672,0.4207170104891216,-0.5634017067137551,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,1,3,3,2,2,2,3,1,,,,8.0,7.5,,,5.6,,,0.22712592350343544,0.6720940421041088,-0.5381313914962127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,2,2,3,3,4,5,4,3,4,7.0,,,7.4,7.0,,,,,,-0.03719513235349879,0.11648224625830568,-0.3343434106110286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,3,4,2,4,3,2,1,3,6.8,7.0,7.75,,,,,,,,-0.03625514427471155,0.551792626493842,-0.5634017067137551,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,4,5,4,4,4,5,5,3,7.25,7.5,8.2,,,,,,,,0.47766211867661723,1.060289886023351,-0.04802054048262081,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,5,4,5,3,4,2,5,4,8.4,7.0,7.5,,,,,,,,0.4804008194937606,1.2690646621080557,-0.09715635260422148,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,2,2,2,3,5,5,4,5,7.4,,,7.0,7.5,,,,,,0.13908756128597918,0.5474151199024102,-0.253925617638897,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,3,5,4,2,1,3,4,2,6.25,7.0,8.0,,,,,,,,-0.15205908986341246,0.8342911040102362,-1.1933120209962522,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,4,3,4,3,3,3,4,2,5.75,6.0,7.2,,,,,,,,-0.989521621362067,-0.06970402404222527,-1.765957761253068,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,1,3,3,3,5,5,4,3,7.0,,,7.0,7.75,,,,,,0.059905255985858795,0.767984796207502,-0.3343434106110286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,3,4,4,5,5,4,4,3,9.25,,,6.8,5.8,,,,,,0.28365806399497634,2.2425624205446417,-0.9524586789722144,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,2,5,3,5,5,4,2,1,8.75,,,7.6,6.2,,,,,,0.45735188720355513,1.6699166802878262,-0.5995471968840671,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,4,4,5,4,3,5,5,4,7.5,,,6.6,6.2,,,,,,-0.32852611625812655,0.23830232964578701,-0.6243334815360996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,4,4,4,2,2,3,4,4,7.5,,,6.2,7.0,,,,,,-0.21672108283176264,0.23830232964578701,-0.9947413454333015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,2,3,3,2,4,3,4,3,6.5,5.6,,7.0,,,,,,,-0.9027055125907747,-0.253925617638897,-1.5472017692655824,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,2,4,3,1,3,3,3,3,6.0,,,6.8,7.0,,,,,,-0.6041628911399772,0.10627576729222658,-1.47963489112466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,5,4,3,1,4,4,5,2,5,6.6,,,8.8,7.75,,,,,,0.4628115210965115,1.412909769898514,-0.7924600028164815,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,5,4,4,4,3,5,4,2,5,,,,6.5,7.75,,,5.8,,,-0.11054970109877726,0.767984796207502,-0.7169354475103998,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,5,5,5,4,5,5,5,4,5,8.2,5.75,7.75,,,,,,,,0.06665307738719702,1.0400063660053283,-1.3918397603375792,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,3,4,4,3,4,5,5,3,8.25,,,6.2,6.4,,,,,,-0.10685395374742816,1.0972709400310106,-0.9947413454333015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,3,2,3,2,3,2,2,2,7.6,7.0,7.25,,,,,,,,0.0808235988513272,0.35283147769714973,-0.09715635260422148,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,3,2,3,3,3,4,2,4,7.25,,,8.2,6.6,,,,,,0.1875472395913893,0.8572979740527094,-0.24663571479592067,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,3,5,3,3,4,5,3,,,,7.0,6.0,,,7.0,,,-0.16000979018126668,0.5498991850232378,-0.7760029379281408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,3,3,3,4,4,3,3,4,4,7.0,,,7.0,7.5,,,,,,-0.013617969449171818,0.5474151199024102,-0.3343434106110286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,2,3,3,3,4,5,5,3,4,7.75,,,6.8,6.4,,,,,,-0.11253193521776565,0.5246251997741949,-0.4391295495874983,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,4,4,3,2,2,1,2,4,8.2,,,6.4,7.5,,,,,,0.2592946908076795,1.0400063660053283,-0.8095374134847001,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,2,4,5,4,4,4,4,2,7.0,,,7.6,6.25,,,,,,-0.1960301646757238,0.3016861782069062,-0.555433261623049,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,5,5,5,4,5,4,5,3,8.0,,,6.8,5.0,,,,,,-0.42882104094446793,0.8109480699026027,-1.6582816431485081,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,3,3,3,2,4,3,2,3,7.25,,,7.6,6.4,,,,,,-0.05647527270523606,0.3016861782069062,-0.4230914558399935,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,5,4,4,5,3,4,4,4,4,6.0,6.5,6.4,,,,,,,,-1.0227879196389704,-0.6150297156975646,-1.47963489112466,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,2,3,2,2,2,2,3,3,7.6,,,7.4,7.25,,,,,,0.26538638918425794,0.35283147769714973,0.11648224625830568,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,4,3,4,1,3,3,3,3,8.0,6.5,,7.0,,,,,,,-0.019335754477952955,0.8109480699026027,-0.6150297156975646,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,3,3,4,4,4,4,4,3,7.0,,,7.8,7.75,,,,,,0.30684383191732695,0.767984796207502,-0.3343434106110286,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,3,4,4,3,4,4,3,3,8.25,7.25,8.0,,,,,,,,0.6977807909945656,1.0972709400310106,0.16178032894245006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,2,4,5,2,2,2,5,1,7.6,,,9.0,6.75,,,,,,0.612217090177133,1.5981137018471145,-0.11429390901286525,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,3,4,5,4,4,4,5,2,7.8,7.0,7.25,,,,,,,,0.15717636421890271,0.5818897737998763,-0.09715635260422148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,3,4,5,3,4,4,5,3,7.0,7.75,7.4,,,,,,,,0.16720167979855163,0.6796536920357932,-0.3343434106110286,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,1,3,4,3,2,5,5,2,,,,9.0,8.25,,,4.0,,,0.3418809810487864,1.5981137018471145,-1.7815949075184412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,4,3,4,5,4,4,4,4,3,7.2,,,6.8,7.25,,,,,,-0.072523073499494,0.32684544359731843,-0.4391295495874983,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,3,4,3,2,3,2,3,2,6.5,7.75,7.2,,,,,,,,-0.09901316095809215,0.6796536920357932,-0.9069891508678444,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,3,3,3,4,4,2,1,2,7.0,,,5.6,8.75,,,,,,-0.07814435015408816,1.6502635014278695,-1.5503531412791054,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,4,4,3,5,4,3,5,4,7.2,,,7.2,6.75,,,,,,-0.09610023640382102,-0.06872168569029564,-0.11429390901286525,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,2,4,3,4,5,4,3,3,7.5,,,8.4,7.2,,,,,,0.5211785813277996,1.0425019060013114,0.23830232964578701,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,1,2,2,4,4,3,3,3,1,7.75,,,6.8,6.0,,,,,,-0.23016909591381474,0.5246251997741949,-0.7760029379281408,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,2,3,3,2,4,5,4,4,7.2,,,6.8,8.5,,,,,,0.295093053675659,1.4296938251227775,-0.4391295495874983,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,2,2,3,4,4,4,3,2,6.25,6.2,,7.6,,,,,,,-0.6057931921143055,0.3016861782069062,-1.1933120209962522,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,2,2,4,2,2,3,2,2,6.8,,,8.0,7.5,,,,,,0.21870248509758797,0.6720940421041088,-0.5634017067137551,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,3,4,4,4,5,5,5,4,7.5,,,8.2,7.2,,,,,,0.45944393734493216,0.8572979740527094,0.23830232964578701,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,2,3,2,4,5,5,3,4,7.8,6.5,8.25,,,,,,,,0.3612165465429807,1.1167895815266304,-0.6150297156975646,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,2,2,4,3,4,3,3,3,8.0,,,6.8,5.4,,,,,,-0.31118388024841875,0.8109480699026027,-1.3053701610603607,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,3,4,5,3,3,4,5,3,7.8,7.25,6.75,,,,,,,,0.055156273056863735,0.5818897737998763,-0.5782012835717352,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,4,5,5,5,4,5,5,2,7.4,,,7.8,7.0,,,,,,0.2389796863473861,0.4868901101555075,0.10627576729222658,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,3,4,2,5,5,3,3,3,7.0,,,7.0,7.75,,,,,,0.059905255985858795,0.767984796207502,-0.3343434106110286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,4,3,4,5,5,5,4,4,8.0,7.5,7.2,,,,,,,,0.3873203521164997,0.8109480699026027,-0.06970402404222527,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2,3,5,4,3,5,4,4,3,6.5,7.5,7.0,,,,,,,,-0.26065831547802126,0.4207170104891216,-0.9069891508678444,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,3,2,3,1,2,3,2,1,8.25,,,7.4,7.0,,,,,,0.4400096511938476,1.0972709400310106,0.10627576729222658,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,3,5,5,3,5,5,5,3,6.8,7.25,,8.8,,,,,,,0.33709613070906963,1.412909769898514,-0.5634017067137551,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,3,3,4,2,3,3,3,2,7.0,,,8.0,6.6,,,,,,0.030371638899053182,0.6720940421041088,-0.3343434106110286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,4,4,3,4,4,3,4,9.2,,,7.6,6.5,,,,,,0.7173734798026362,2.1852978465189596,-0.33486358531795707,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,2,4,5,3,3,2,3,2,7.75,,,7.8,7.6,,,,,,0.5490527667847164,0.6356429904244467,0.4868901101555075,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,4,2,3,3,4,3,4,4,3,8.75,,,7.0,7.2,,,,,,0.5662408569950764,1.6699166802878262,-0.253925617638897,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,5,5,4,4,3,5,3,8.25,7.75,8.0,,,,,,,,0.8704052453590133,1.0972709400310106,0.6796536920357932,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,2,2,3,3,5,5,4,5,5.75,,,8.2,8.8,,,,,,0.2619058831628433,1.6943774366888884,-1.765957761253068,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,5,3,3,4,2,4,4,2,3,8.0,7.2,,8.0,,,,,,,0.5310117015466091,0.8109480699026027,0.10999299263311595,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,3,4,4,2,3,2,3,2,7.6,7.0,7.0,,,,,,,,-0.01334256032080422,0.35283147769714973,-0.2957028060553409,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,2,4,4,5,4,3,3,3,7.6,6.75,7.75,,,,,,,,0.18284369001336623,0.551792626493842,-0.356093034150893,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,3,4,5,4,2,2,5,2,,,,6.25,7.75,,,5.4,,,-0.29133996574588006,0.767984796207502,-0.9484403624461514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,5,2,4,5,2,1,4,5,3,6.5,,,7.6,7.0,,,,,,-0.16634240178957055,0.3016861782069062,-0.9069891508678444,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,2,2,4,3,4,4,4,4,3,7.5,,,5.8,6.0,,,,,,-0.6342832725376193,0.23830232964578701,-1.3651492093305042,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,1,2,1,4,4,3,3,6.0,6.25,7.2,,,,,,,,-0.8077684374703739,-0.06970402404222527,-1.47963489112466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,3,3,5,3,3,3,4,3,8.0,,,8.4,8.0,,,,,,0.9473348161388359,1.0425019060013114,0.8109480699026027,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,1,3,4,2,4,4,4,3,7.75,,,7.2,7.4,,,,,,0.305030254488091,0.5246251997741949,-0.06872168569029564,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,3,3,3,3,4,3,2,3,8.5,,,7.2,6.8,,,,,,0.4148973835724252,1.3835938101594183,-0.07017997375184704,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,4,4,4,4,3,3,3,2,8.0,,,7.2,5.0,,,,,,-0.3053517529787337,0.8109480699026027,-1.6582816431485081,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,2,4,3,4,5,5,4,3,6.6,,,6.8,7.75,,,,,,-0.1545349187321593,0.767984796207502,-0.7924600028164815,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,1,3,3,2,3,4,3,3,4,7.6,6.25,7.25,,,,,,,,-0.17811308269534432,0.35283147769714973,-0.8739663972442361,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,2,2,4,3,3,4,3,4,7.2,6.25,8.25,,,,,,,,0.04584602325803074,1.1167895815266304,-0.8739663972442361,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,3,4,3,4,3,3,2,2,,,,7.75,6.5,,,5.0,,,-0.2995682227180494,0.44058912716835735,-1.0044302100045484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,3,3,5,5,3,3,3,5,4,7.6,7.5,6.5,,,,,,,,-0.029050424300619365,0.4207170104891216,-0.8606997610881294,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,2,4,4,3,3,4,4,4,7.2,,,7.2,7.0,,,,,,-0.022577010968790414,0.10627576729222658,-0.10528511450830218,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,3,3,4,5,5,4,3,2,7.6,,,8.0,6.75,,,,,,0.3035438702627978,0.6720940421041088,-0.11429390901286525,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,4,4,4,2,2,3,3,3,7.4,,,7.2,7.25,,,,,,0.1272989798338157,0.32684544359731843,-0.06872168569029564,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,4,4,4,4,5,5,4,4,7.25,,,7.0,6.8,,,,,,-0.12404204395778828,-0.04802054048262081,-0.253925617638897,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,5,4,4,5,5,4,4,4,7.0,,,7.6,8.75,,,,,,0.5392020896745824,1.6502635014278695,-0.3343434106110286,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,3,5,5,5,4,4,5,3,8.0,7.75,5.5,,,,,,,,-0.1666973030717703,0.8109480699026027,-1.9906936711537067,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,1,4,4,3,2,1,3,1,7.8,7.5,7.25,,,,,,,,0.3298008185833504,0.5818897737998763,-0.013204328538946613,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,4,3,3,2,5,5,4,4,6.75,,,7.2,7.0,,,,,,-0.19437073304583521,0.10627576729222658,-0.6206662807394365,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,3,5,5,4,3,3,5,2,,,,8.0,7.25,,,5.0,,,-0.0018302414343736768,0.6720940421041088,-1.0044302100045484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,4,2,5,5,3,4,4,5,3,7.25,8.0,8.0,,,,,,,,0.57495364570336,0.9385903735824647,-0.04802054048262081,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,3,4,5,2,3,4,4,3,7.2,7.5,6.75,,,,,,,,-0.08758979586363859,0.4207170104891216,-0.5782012835717352,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,4,4,4,2,3,4,4,5,8.0,,,6.4,8.0,,,,,,0.3299883763101655,0.9885544725125939,-0.8095374134847001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,4,3,3,2,2,1,2,3,7.4,,,7.8,7.0,,,,,,0.2389796863473861,0.4868901101555075,0.10627576729222658,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,5,4,3,4,1,3,4,2,5,8.4,8.0,6.25,,,,,,,,0.35481893236199885,1.2690646621080557,-1.1431982386045236,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,1,3,4,1,1,3,4,1,8.4,7.0,8.25,,,,,,,,0.7628992970101548,1.2690646621080557,-0.09715635260422148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,1,4,4,3,3,3,3,1,7.0,7.5,7.4,,,,,,,,0.08088945261632777,0.4207170104891216,-0.3343434106110286,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,5,3,5,4,4,4,5,4,4,7.4,,,7.0,7.5,,,,,,0.13908756128597918,0.5474151199024102,-0.253925617638897,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,3,4,4,2,2,1,3,1,7.0,,,8.0,5.8,,,,,,-0.20490268249304475,0.6720940421041088,-0.9524586789722144,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,4,3,4,2,2,3,3,3,6.75,,,7.2,6.2,,,,,,-0.4296450544379331,-0.06872168569029564,-0.6206662807394365,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,2,2,4,1,2,2,2,1,8.0,8.5,7.5,,,,,,,,0.8455686518519526,1.4564637366758078,0.2692941489774477,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,4,4,5,5,4,4,4,4,7.5,,,6.4,6.2,,,,,,-0.3902607602409934,0.23830232964578701,-0.8095374134847001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,2,2,3,4,3,3,3,3,1,7.5,7.25,7.6,,,,,,,,0.26079206619074735,0.38229353998400495,0.16178032894245006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,5,3,5,2,3,3,4,3,,,,8.25,8.0,,,6.4,,,0.6585845986891189,0.9885544725125939,0.08360036651490221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,3,3,2,2,2,2,3,1,2,7.5,7.5,7.8,,,,,,,,0.42243722071067635,0.6082923219971206,0.23830232964578701,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,3,1,3,4,4,4,2,1,7.25,7.5,7.6,,,,,,,,0.2516633366635019,0.4207170104891216,-0.04802054048262081,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,3,4,4,5,4,4,4,4,7.5,8.0,,7.4,,,,,,,0.4311249831621858,0.9385903735824647,0.11648224625830568,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,3,5,5,2,3,4,5,3,,,,6.5,7.75,,,7.4,,,0.30393813757529914,0.8607650640287953,-0.7169354475103998,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,2,1,4,3,2,1,2,4,1,8.75,,,6.4,6.0,,,,,,0.028125442958328455,1.6699166802878262,-0.8095374134847001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,4,4,5,2,5,4,5,4,7.6,,,6.6,7.5,,,,,,0.09197103868782013,0.5474151199024102,-0.6243334815360996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,2,2,3,2,1,2,2,1,,,,7.25,8.0,,,4.6,,,-0.11638743973355246,0.9885544725125939,-1.3152960890101058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3,1,1,2,1,4,5,3,3,7.75,,,8.2,6.6,,,,,,0.37842915301032787,0.8572979740527094,-0.24663571479592067,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,3,2,3,1,3,2,2,3,8.0,,,6.0,7.5,,,,,,0.05947263747437004,0.8109480699026027,-1.1799452773819028,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,3,4,4,4,4,2,4,3,,,,6.5,6.5,,,6.2,,,-0.37454386860541117,-0.07183257298787653,-0.7169354475103998,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,3,3,2,3,3,2,2,3,2,9.0,,,7.2,5.2,,,,,,0.13523065420716796,1.956239550416234,-1.4818259021044344,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,5,4,5,4,2,3,3,5,4,8.25,,,6.4,7.2,,,,,,0.1901550116275369,1.0972709400310106,-0.8095374134847001,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,1,4,4,4,4,3,4,2,5.75,8.25,7.4,,,,,,,,-0.13737864938434716,1.1975270551291362,-1.765957761253068,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,3,4,4,4,4,2,3,1,7.8,7.25,7.75,,,,,,,,0.4318209097453895,0.5818897737998763,0.16178032894245006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,2,4,3,4,3,3,2,2,,,,7.5,8.0,,,5.0,,,0.06440282491355048,0.9885544725125939,-1.0044302100045484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,5,3,4,4,1,1,1,4,3,8.0,,,6.4,7.6,,,,,,0.21235121561411643,0.8109480699026027,-0.8095374134847001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,5,3,3,4,4,5,4,3,4,7.0,,,8.2,6.4,,,,,,0.033287702533895756,0.8572979740527094,-0.4230914558399935,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,4,4,5,4,3,3,5,3,8.0,6.0,7.5,,,,,,,,-0.017553619970285723,0.8109480699026027,-1.1329030787909076,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,5,3,4,5,3,4,3,4,3,7.5,,,6.8,5.0,,,,,,-0.6197029543634064,0.23830232964578701,-1.6582816431485081,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,3,2,3,4,3,4,3,3,,,,7.75,6.5,,,5.6,,,-0.14413528321527083,0.44058912716835735,-0.5381313914962127,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3,2,4,4,3,2,4,4,2,7.0,,,7.0,5.8,,,,,,-0.5135759024073799,-0.253925617638897,-0.9524586789722144,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,2,3,5,2,3,3,3,3,6.0,7.75,7.2,,,,,,,,-0.2898950743770307,0.6796536920357932,-1.47963489112466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
