likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Toan,diem_Ly,diem_Hoa,diem_Anh,diem_Van,diem_Su,diem_Sinh,diem_Dia,diem_Gdktpl,diem_Tin,diem_tb_z,diem_max_z,diem_min_z,gioi_tinh_ma,muc_tieu_ma,to_hop_A00,to_hop_A01,to_hop_B00,to_hop_B08,to_hop_C00,to_hop_C01,to_hop_C02,to_hop_C03,to_hop_D01,to_hop_D07,to_hop_D09,to_hop_D14,to_hop_D15,to_hop_X01,to_hop_X26,nhom_to_hop_TN,nhom_to_hop_XH,nhom_to_hop_HH
3,3,4,3,3,3,4,5,3,4,8.9,8.5,,,8.5,,,,,,1.5759559880544856,1.8417104023648714,1.4296938251227775,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,3,4,4,4,2,2,3,4,5,9.0,8.0,,5.5,,,,,,,0.4172916055817643,1.956239550416234,-1.6429551072534057,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,5,3,1,5,1,5,3,4,3,,,,,7.25,9.0,,8.8,,,1.2440637875269547,1.9487956405482456,0.32684544359731843,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,3,5,4,2,5,2,2,1,8.75,7.5,9.5,,,,,,,,1.5399718866285166,2.529281969108602,0.4207170104891216,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,3,5,5,2,1,2,1,2,6.5,,9.25,6.0,,,,,,,0.05328302111415347,2.2467834915922076,-1.1799452773819028,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,5,2,2,3,1,2,3,1,2,,,,,5.5,6.7,,4.95,,,-1.0286097164183008,-0.8253984138363348,-1.2171422905383245,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,2,5,5,5,2,3,2,2,5.0,,6.25,7.5,,,,,,,-1.1863467993367365,0.20908421223260593,-2.6249263716382916,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,2,5,5,2,2,1,1,3,3,9.0,8.25,,8.5,,,,,,,1.429623492506994,1.956239550416234,1.1351038719756117,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,5,5,4,4,5,5,5,5,8.0,,,8.0,9.0,,,,,,1.1179584299132241,1.8708331777329612,0.6720940421041088,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,5,5,5,3,5,5,3,4,7.8,8.5,7.0,,,,,,,,0.5808835681401143,1.4564637366758078,-0.2957028060553409,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,4,5,5,5,5,4,4,3,7.0,,,8.0,8.0,,,,,,0.4421017013352247,0.9885544725125939,-0.3343434106110286,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,3,4,4,1,4,4,2,3,7.0,8.0,8.0,,,,,,,,0.4795126889938907,0.9385903735824647,-0.3343434106110286,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,2,3,2,2,3,2,3,1,7.0,,8.0,,,,8.0,,,,0.5490557492108262,1.1472195542332713,-0.3343434106110286,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,5,5,5,2,3,3,4,3,7.5,,,8.4,7.5,,,,,,0.6094064518498362,1.0425019060013114,0.23830232964578701,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,1,5,3,3,3,4,5,4,2,,,,5.25,6.5,,,7.75,,,-0.3588502997828189,1.1327727081586576,-1.8744600221891572,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,1,2,2,2,1,1,5,3,2,5.25,6.75,8.5,,,,,,,,-0.4318028255392506,1.3992880590430248,-2.3386035015098834,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,3,4,3,2,2,2,3,1,8.0,7.0,,6.75,,,,,,,0.07612039490791093,0.8109480699026027,-0.4854305325746484,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,5,5,5,5,4,3,2,4,7.5,5.0,5.25,,,,,,,,-1.4011798746673023,0.23830232964578701,-2.273192148670101,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,4,3,5,4,5,5,5,4,8.4,8.0,,8.0,,,,,,,0.9599163592648763,1.2690646621080557,0.6720940421041088,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,3,3,2,3,2,1,2,2,5.46,8.2,,4.0,,,,,,,-1.3281123895500446,1.145739718819801,-3.031984596867914,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,4,4,4,5,5,4,4,5,8.0,,8.0,,,,8.5,,,,1.1010348422524483,1.6578653528445058,0.8109480699026027,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,3,5,5,3,1,5,5,4,8.0,,9.7,9.2,,,,,,,1.7831821516066781,2.7552807511217163,0.8109480699026027,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,4,3,4,3,3,4,3,3,3,8.0,7.0,8.0,,,,,,,,0.5160276071028725,0.8342911040102362,-0.09715635260422148,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,3,4,4,4,2,5,2,3,8.0,5.0,,7.25,,,,,,,-0.46004081259271223,0.8109480699026027,-2.1686498049775937,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,3,4,3,1,1,2,2,2,8.75,7.25,7.25,,,,,,,,0.6061642268971098,1.6699166802878262,-0.013204328538946613,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,4,3,3,2,4,5,2,5,4.0,7.0,,8.0,,,,,,,-1.0650933875506785,0.6720940421041088,-3.7702178521519225,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,5,5,5,5,5,4,5,5,6.74,,,4.5,7.0,,,,,,-1.031606065082919,0.10627576729222658,-2.5689747669964116,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,3,3,3,2,1,1,4,2,8.25,8.5,7.5,,,,,,,,0.9410096085614219,1.4564637366758078,0.2692941489774477,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,3,3,3,4,2,5,2,1,5.0,8.0,8.25,,,,,,,,-0.18984880550973218,1.1167895815266304,-2.6249263716382916,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,3,3,5,5,5,4,2,5,,,,,5.0,8.0,,5.85,,,-0.5125743957221469,0.46439867309980676,-1.6582816431485081,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,2,3,3,3,1,2,2,3,3,7.5,,,8.75,9.5,,,,,,1.3056278823000984,2.311972530343145,0.23830232964578701,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,3,2,4,2,4,2,3,4,,,,6.0,6.5,8.8,,,,,-0.08556296844388582,1.2581199573682025,-1.1799452773819028,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,2,5,5,5,5,5,5,5,5,8.0,7.0,8.5,,,,,,,,0.7043599254471354,1.3992880590430248,-0.09715635260422148,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,3,3,4,5,2,4,2,1,6.0,6.75,,8.5,,,,,,,-0.23354135109998042,1.1351038719756117,-1.47963489112466,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,4,4,4,4,4,4,4,4,8.0,,8.75,,,,8.0,,,,1.2133180535650976,1.6817865365594191,0.8109480699026027,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,3,3,4,4,3,4,3,4,7.5,7.0,7.25,,,,,,,,0.04264721616753964,0.23830232964578701,-0.09715635260422148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,2,4,4,3,4,4,3,5,6.0,7.5,6.5,,,,,,,,-0.6398725472412226,0.4207170104891216,-1.47963489112466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,5,1,4,3,5,5,4,5,,,,2.25,7.5,7.0,,,,,-1.5442856045838171,0.5474151199024102,-4.652519001418175,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,3,3,5,3,4,3,5,2,5,7.25,,7.25,,,,6.5,,,,-0.14864757020733324,-0.013204328538946613,-0.3847178416004323,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,5,3,3,1,2,2,2,3,5.0,7.25,,5.75,,,,,,,-1.291532078337832,0.16178032894245006,-2.6249263716382916,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,4,4,4,2,1,1,1,1,5.25,8.75,8.75,,,,,,,,0.3528611510906717,1.7154004182224794,-2.3386035015098834,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2,5,4,5,3,2,2,3,1,6.75,5.75,,5.25,,,,,,,-1.2956553544220577,-0.6206662807394365,-1.8744600221891572,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,4,5,2,2,2,1,2,3,7.5,7.25,,8.5,,,,,,,0.5117288435212829,1.1351038719756117,0.16178032894245006,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,4,4,5,5,5,5,4,5,7.5,8.0,7.75,,,,,,,,0.5762284432406979,0.9385903735824647,0.23830232964578701,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,3,3,3,3,3,3,3,3,7.0,,,7.0,8.5,,,,,,0.2804749322909506,1.4296938251227775,-0.3343434106110286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,5,4,3,1,5,5,5,5,5,6.0,,,6.0,7.5,,,,,,-0.7040550162013841,0.5474151199024102,-1.47963489112466,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,3,5,5,5,2,2,3,2,5.25,9.5,,6.0,,,,,,,-0.34211277200976414,2.4922104628624937,-2.3386035015098834,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,3,2,2,1,2,3,2,2,6.0,7.25,8.0,,,,,,,,-0.16118781939065793,0.8342911040102362,-1.47963489112466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,5,3,2,2,2,2,3,4,6.0,6.0,6.0,,,,,,,,-1.3460782286788284,-1.1329030787909076,-1.47963489112466,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,3,5,5,5,4,5,5,4,4,8.0,,,8.2,9.0,,,,,,1.1796930738960911,1.8708331777329612,0.8109480699026027,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,3,3,2,2,4,3,4,7.0,,,6.5,7.0,,,,,,-0.31500103027640064,0.10627576729222658,-0.7169354475103998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,3,3,2,4,2,1,2,2,8.0,7.8,7.0,,,,,,,,0.415562097397463,0.8109480699026027,-0.2957028060553409,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,4,4,4,2,2,1,2,2,6.25,7.5,8.5,,,,,,,,0.20889768284529805,1.3992880590430248,-1.1933120209962522,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,5,5,5,3,1,1,5,3,8.0,6.0,7.0,,,,,,,,-0.2058859383145486,0.8109480699026027,-1.1329030787909076,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,3,4,5,4,4,5,5,4,8.0,7.6,9.0,,,,,,,,1.0998415890287354,1.9642850140758132,0.5242916831077898,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,3,4,3,5,5,2,2,2,,,,,7.75,8.0,,8.0,,,0.8531491172814798,1.3270638825371308,0.46439867309980676,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1,3,2,3,1,2,5,2,2,7.5,5.0,9.5,,,,,,,,0.19964483125893176,2.529281969108602,-2.1686498049775937,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,2,2,2,2,1,4,2,3,5.0,7.25,5.5,,,,,,,,-1.4846132379498496,0.16178032894245006,-2.6249263716382916,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,5,4,3,5,3,1,4,4,7.5,9.5,9.0,,,,,,,,1.564932602194698,2.4922104628624937,0.23830232964578701,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,3,2,3,2,3,2,2,2,7.0,,7.0,6.0,,,,,,,-0.6033304980160907,-0.2957028060553409,-1.1799452773819028,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,5,3,4,3,3,3,3,3,3,8.0,8.0,,8.0,,,,,,,0.8072108285297254,0.9385903735824647,0.6720940421041088,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,5,5,5,4,4,5,5,3,9.0,8.0,,10.0,,,,,,,1.806321095196273,2.5241333615901205,0.9385903735824647,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2,4,4,5,5,5,5,5,5,7.8,,7.5,,,,8.5,,,,0.8363497585406098,1.6578653528445058,0.2692941489774477,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,5,3,3,3,3,3,3,3,3,8.0,8.0,8.0,,,,,,,,0.8612765158317678,0.9385903735824647,0.8109480699026027,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,2,3,4,3,3,4,4,2,8.0,8.0,8.0,,,,,,,,0.8612765158317678,0.9385903735824647,0.8109480699026027,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,4,4,2,2,2,1,3,3,6.75,5.75,6.25,,,,,,,,-1.051901426560513,-0.6206662807394365,-1.3918397603375792,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,4,3,3,4,4,4,3,4,5.5,,6.0,,,,6.0,,,,-1.4577803292380203,-0.8953636402116668,-2.0522806313814757,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,4,4,5,4,2,2,3,5,8.0,4.5,3.8,,,,,,,,-1.929086138811174,0.8109480699026027,-3.911683318265188,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2,3,2,2,1,2,3,3,3,7.5,7.25,,7.0,,,,,,,0.04871901364978004,0.23830232964578701,-0.253925617638897,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,5,3,4,5,4,5,4,3,6.0,,,5.0,8.0,,,,,,-0.8656817852456582,0.9885544725125939,-2.1059649371249085,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,3,3,4,4,3,4,2,4,7.0,7.0,6.0,,,,,,,,-0.619065493112056,-0.09715635260422148,-1.425696716120918,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,4,5,3,1,2,1,3,3,8.5,,,9.0,7.25,,,,,,1.1028509852012838,1.5981137018471145,0.32684544359731843,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,3,3,3,3,4,4,3,4,4.25,8.8,8.0,,,,,,,,-0.29413870782715473,1.7671877545318144,-3.4838949820235148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,4,3,4,2,5,4,4,2,7.0,7.0,,7.0,,,,,,,-0.22847512695138236,-0.09715635260422148,-0.3343434106110286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,3,2,3,4,3,1,2,3,7.5,,,5.25,,,6.35,,,,-0.7246897579090578,0.23830232964578701,-1.8744600221891572,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,3,4,4,3,2,4,3,3,7.0,8.5,,6.0,,,,,,,-0.01927498377237454,1.4564637366758078,-1.1799452773819028,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,4,2,3,1,1,3,3,5,8.75,7.75,6.0,,,,,,,,0.30795788540090047,1.6699166802878262,-1.425696716120918,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,5,5,5,5,5,5,3,4,5.5,5.5,5.0,,,,,,,,-2.0862492331507405,-1.6507764418842508,-2.5556906261864953,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,4,4,3,5,4,3,4,2,6.0,6.75,8.25,,,,,,,,-0.23964611458297416,1.1167895815266304,-1.47963489112466,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,4,3,4,4,5,5,4,4,7.0,,8.0,,,,8.0,,,,0.5490557492108262,1.1472195542332713,-0.3343434106110286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2,4,4,5,4,5,5,5,5,,,,,8.0,9.0,,9.5,,,1.6459718932519547,2.49281092880797,0.9885544725125939,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1,3,4,3,2,1,2,4,3,8.5,,8.5,8.25,,,,,,,1.2288269420807678,1.3992880590430248,0.9035989570398603,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,3,5,4,5,5,5,5,5,4,5.25,7.75,,,7.0,,,,,,-0.5175580140606212,0.6796536920357932,-2.3386035015098834,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,3,3,2,4,4,3,4,5,3,7.0,,,5.0,,,8.0,,,,-0.431029597834222,1.1472195542332713,-2.1059649371249085,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,2,2,2,4,4,5,5,5,8.0,8.0,8.0,,,,,,,,0.8612765158317678,0.9385903735824647,0.8109480699026027,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,4,4,5,1,1,1,1,2,8.75,5.0,,8.75,,,,,,,0.2892918874071986,1.6699166802878262,-2.1686498049775937,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,4,3,5,5,4,3,4,3,7.75,4.5,,,8.0,,,,,,-0.3911144985947161,0.9885544725125939,-2.686523168070937,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,2,5,3,3,4,3,3,3,3,5.6,,5.1,,,,4.1,,,,-2.4054201311481367,-1.937751483330113,-2.835817674934358,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,3,3,4,3,4,3,3,4,7.0,,,7.0,8.0,,,,,,0.1334284814208894,0.9885544725125939,-0.3343434106110286,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,2,4,5,2,2,2,5,1,7.0,,,,5.75,,,,8.75,,-0.2511885852182118,0.5773502691896258,-0.9965726142332326,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5,3,5,4,5,5,5,5,5,5,9.0,8.0,,,7.5,,,,,,1.147415014633703,1.956239550416234,0.5474151199024102,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,4,3,5,3,1,1,1,3,2,7.25,,7.25,9.5,,,,,,,0.6666328875656833,2.0611235317186174,-0.04802054048262081,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,3,3,3,4,3,3,4,4,3,7.0,6.0,6.0,,,,,,,,-0.9643144018409514,-0.3343434106110286,-1.425696716120918,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,3,5,3,1,2,2,4,2,5.0,,7.5,5.25,,,,,,,-1.4100307482833336,0.2692941489774477,-2.6249263716382916,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,2,5,3,3,1,2,1,4,2,6.75,,,8.25,8.25,,,,,,0.4973522750393699,1.2091241488176858,-0.6206662807394365,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,3,4,5,5,2,5,4,1,7.5,6.25,7.75,,,,,,,,-0.02795714703486903,0.551792626493842,-0.8739663972442361,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,5,4,3,5,4,5,4,4,5,6.0,9.0,,6.0,,,,,,,-0.22841435624580395,1.974337099769151,-1.47963489112466,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,3,5,3,2,2,2,1,1,6.0,5.0,,8.75,,,,,,,-0.7605586363969635,1.3666087869113632,-2.1686498049775937,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,2,3,3,3,3,4,2,1,8.0,,8.75,,,,5.5,,,,0.3622417225463735,1.6817865365594191,-1.4060094388229014,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,3,5,5,5,4,4,4,5,5,7.0,7.5,6.5,,,,,,,,-0.2581087204033455,0.4207170104891216,-0.8606997610881294,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,5,4,4,4,4,4,4,4,8.0,7.0,7.0,,,,,,,,0.13936297041434678,0.8109480699026027,-0.2957028060553409,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,3,3,3,2,2,3,3,3,7.6,,,5.6,8.25,,,,,,0.003867495078576718,1.2091241488176858,-1.5503531412791054,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,3,3,3,2,2,3,3,3,7.6,6.8,7.2,,,,,,,,-0.007059414728878134,0.35283147769714973,-0.30430569784155886,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,2,3,4,5,2,3,3,1,6.75,7.0,5.0,,,,,,,,-1.091171086510051,-0.09715635260422148,-2.5556906261864953,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,3,3,4,3,4,3,4,3,9.0,9.0,,10.0,,,,,,,2.1515700039251686,2.5241333615901205,1.956239550416234,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,5,2,5,1,2,2,2,3,,,,9.25,6.75,8.5,,,,,0.8919330611791848,1.829618616782866,-0.11429390901286525,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,4,4,3,3,3,4,2,4,4,8.3,6.5,,7.2,,,,,,,0.15692803755627754,1.1545355140566929,-0.6150297156975646,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,3,3,4,3,5,3,3,2,6.0,7.25,,,5.0,,,,,,-0.992045401776906,0.16178032894245006,-1.6582816431485081,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3,3,3,3,4,3,4,4,7.8,7.5,8.2,,,,,,,,0.6876322234374497,1.060289886023351,0.4207170104891216,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,5,3,4,2,2,4,3,3,7.5,,,3.25,7.0,,,,,,-1.1273070815790516,0.23830232964578701,-3.7264993416751686,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,2,3,2,3,4,2,3,3,7.5,,5.5,,6.75,,,,,,-0.6222284168402615,0.23830232964578701,-1.9906936711537067,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,3,3,4,3,4,3,4,3,1,8.5,,,6.25,,,7.75,,,,0.44235003421364033,1.3835938101594183,-0.9484403624461514,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,4,2,4,1,1,1,1,1,7.0,8.0,7.5,,,,,,,,0.2911803706496279,0.9385903735824647,-0.3343434106110286,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,2,3,2,2,2,5,2,2,7.75,5.0,5.75,,,,,,,,-1.1174065996135705,0.5246251997741949,-2.1686498049775937,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,4,4,3,3,4,5,5,4,8.0,8.0,8.0,,,,,,,,0.8612765158317678,0.9385903735824647,0.8109480699026027,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,3,3,3,4,2,2,3,1,7.5,,5.5,,,,5.5,,,,-1.0528002601102735,0.23830232964578701,-1.9906936711537067,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,4,5,5,3,4,4,5,5,7.0,6.8,7.0,,,,,,,,-0.31145063816930946,-0.2957028060553409,-0.3343434106110286,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,5,5,5,5,5,5,5,5,,,,,8.0,8.0,,9.0,,,1.1857272418878082,2.1042285800510236,0.46439867309980676,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,5,2,2,2,2,2,2,5,5.5,,,5.25,8.5,,,,,,-0.8323489428159517,1.4296938251227775,-2.0522806313814757,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,4,4,4,3,5,3,3,5,7.0,6.0,,7.0,,,,,,,-0.5737240356802777,-0.253925617638897,-1.1329030787909076,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,3,3,3,3,3,3,3,3,7.0,,7.0,,,,7.0,,,,-0.1680394198851891,0.12592795701080217,-0.3343434106110286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,3,2,2,3,3,3,3,3,7.75,,6.0,,,,5.75,,,,-0.683919351954669,0.5246251997741949,-1.425696716120918,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,3,3,3,3,3,3,5,5,7.0,7.0,7.0,,,,,,,,-0.24240085642353035,-0.09715635260422148,-0.3343434106110286,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,4,4,3,4,2,4,3,3,8.8,,7.5,7.5,,,,,,,0.735186538507854,1.7271812543135086,0.20908421223260593,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,1,4,3,4,4,3,4,3,5,7.0,,,7.0,9.0,,,,,,0.42752138316101185,1.8708331777329612,-0.3343434106110286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,3,3,4,4,2,5,2,3,7.75,,7.0,,6.5,,,,,,-0.03531373053303436,0.5246251997741949,-0.33486358531795707,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,2,2,4,5,3,4,4,4,3,8.0,5.6,7.0,,,,,,,,-0.3439855018061069,0.8109480699026027,-1.5472017692655824,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
